assertion_id,feature_id,feature_name,specification,layer,kind,surface_id,surface_name,product,vendor,surface_type,execution,status,maturity,qualifier,evidence_type,source_ids,observed_at_utc,confidence,verified_runtime
A-0410,custom-agents,Custom agent definitions,Vendor convention,agents,composition,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0411,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0412,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0413,acp.client,ACP client/editor role,ACP,interoperability,client,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0414,acp.agent,ACP agent/server role,ACP,interoperability,agent,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0415,ahp.client,AHP client role,AHP,interoperability,client,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,a,preview,VS Code Agent Host/AHP is under active development and gated by current rollout/settings.,documented,S-116,2026-08-28T19:30Z,high,no
A-0416,ahp.host,AHP host role,AHP,interoperability,host,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,a,preview,"VS Code bundles an Agent Host and defines AHP, currently under active development.",documented,S-116,2026-08-28T19:30Z,high,no
A-0417,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0418,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0419,webmcp,WebMCP site tools,WebMCP,web,browser,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0420,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0421,mcp.tools,MCP tools,MCP,protocol,server-feature,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0422,mcp.resources,MCP resources,MCP,protocol,server-feature,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0423,mcp.prompts,MCP prompts,MCP,protocol,server-feature,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0424,mcp.sampling,MCP sampling,MCP,protocol,client-feature,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0425,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0426,mcp.roots,MCP roots,MCP,protocol,client-feature,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0427,mcp.tasks,MCP tasks,MCP,protocol,utility,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0428,mcp.stdio,MCP stdio transport,MCP,transport,transport,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0429,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0430,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0431,mcp.oauth,MCP OAuth authorization,MCP,security,auth,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0432,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0433,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0434,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,y,ga,Documented support.,documented,S-120,2026-08-28T19:30Z,high,no
A-0435,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,y,ga,Documented support.,documented,S-120,2026-08-28T19:30Z,high,no
A-0436,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0437,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0438,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0439,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0440,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0441,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,y,ga,Documented support.,documented,S-119,2026-08-28T19:30Z,high,no
A-0442,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,y,ga,Documented support.,documented,S-119,2026-08-28T19:30Z,high,no
A-0443,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,y,ga,Documented support.,documented,S-119,2026-08-28T19:30Z,high,no
A-0444,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,y,ga,Documented support.,documented,S-119,2026-08-28T19:30Z,high,no
A-0445,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,y,ga,Documented support.,documented,S-119,2026-08-28T19:30Z,high,no
A-0446,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,y,ga,Documented support.,documented,S-121,2026-08-28T19:30Z,high,no
A-0447,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0448,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0449,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0450,hooks,Lifecycle hooks,Vendor convention,automation,hooks,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0451,subagents,Subagents,Vendor convention,agents,composition,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0452,custom-agents,Custom agent definitions,Vendor convention,agents,composition,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0453,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0454,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0455,acp.client,ACP client/editor role,ACP,interoperability,client,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0456,acp.agent,ACP agent/server role,ACP,interoperability,agent,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0457,ahp.client,AHP client role,AHP,interoperability,client,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0458,ahp.host,AHP host role,AHP,interoperability,host,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0459,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0460,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0461,webmcp,WebMCP site tools,WebMCP,web,browser,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0462,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,copilot-cli,GitHub Copilot CLI,GitHub Copilot,GitHub,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-119,2026-08-28T19:30Z,low,no
A-0463,mcp.tools,MCP tools,MCP,protocol,server-feature,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0464,mcp.resources,MCP resources,MCP,protocol,server-feature,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0465,mcp.prompts,MCP prompts,MCP,protocol,server-feature,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0466,mcp.sampling,MCP sampling,MCP,protocol,client-feature,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0467,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0468,mcp.roots,MCP roots,MCP,protocol,client-feature,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0469,mcp.tasks,MCP tasks,MCP,protocol,utility,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0470,mcp.stdio,MCP stdio transport,MCP,transport,transport,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0471,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0472,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0473,mcp.oauth,MCP OAuth authorization,MCP,security,auth,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0474,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0475,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0476,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,y,ga,Documented support.,documented,S-120,2026-08-28T19:30Z,high,no
A-0477,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,y,ga,Documented support.,documented,S-120,2026-08-28T19:30Z,high,no
A-0478,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0479,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0480,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0481,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0482,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0483,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,y,ga,Documented support.,documented,S-119,2026-08-28T19:30Z,high,no
A-0484,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,y,ga,Documented support.,documented,S-119,2026-08-28T19:30Z,high,no
A-0485,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,y,ga,Documented support.,documented,S-119,2026-08-28T19:30Z,high,no
A-0486,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,y,ga,Documented support.,documented,S-119,2026-08-28T19:30Z,high,no
A-0487,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,y,ga,Documented support.,documented,S-119,2026-08-28T19:30Z,high,no
A-0488,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,y,ga,Documented support.,documented,S-121,2026-08-28T19:30Z,high,no
A-0489,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,a,ga,GitHub documents AGENTS.md support across Copilot features; exact nested discovery differs by feature and host.,documented,S-121,2026-08-28T19:30Z,medium,no
A-0490,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0491,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0492,hooks,Lifecycle hooks,Vendor convention,automation,hooks,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0493,subagents,Subagents,Vendor convention,agents,composition,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0494,custom-agents,Custom agent definitions,Vendor convention,agents,composition,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0495,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0496,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0497,acp.client,ACP client/editor role,ACP,interoperability,client,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0498,acp.agent,ACP agent/server role,ACP,interoperability,agent,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0499,ahp.client,AHP client role,AHP,interoperability,client,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0500,ahp.host,AHP host role,AHP,interoperability,host,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0501,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0502,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0503,webmcp,WebMCP site tools,WebMCP,web,browser,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0504,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,copilot-cloud,GitHub Copilot coding agent,GitHub Copilot,GitHub,cloud-agent,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-120,2026-08-28T19:30Z,low,no
A-0505,mcp.tools,MCP tools,MCP,protocol,server-feature,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0506,mcp.resources,MCP resources,MCP,protocol,server-feature,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0507,mcp.prompts,MCP prompts,MCP,protocol,server-feature,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0508,mcp.sampling,MCP sampling,MCP,protocol,client-feature,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0509,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0510,mcp.roots,MCP roots,MCP,protocol,client-feature,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0511,mcp.tasks,MCP tasks,MCP,protocol,utility,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
A-0512,mcp.stdio,MCP stdio transport,MCP,transport,transport,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0513,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0514,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,y,ga,Documented support.,documented,S-124,2026-08-28T19:30Z,high,no
A-0515,mcp.oauth,MCP OAuth authorization,MCP,security,auth,kiro-ide,Kiro IDE,Kiro,AWS,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-124,2026-08-28T19:30Z,low,no
