assertion_id,surface_id,feature_id,status,evidence_method,implementation_mode,availability,confidence,environment_scope,qualifiers,source_keys,last_verified_at,notes
ASRT-00380,jetbrains-acp-host,agent-skills.core,partial,documented,native,ga,high,default,"Skills are currently supported only by selected hosted ACP agents, specifically Claude Agent and Codex in the reviewed docs.",S-072;S-073,2026-08-28,
ASRT-00381,junie-acp-agent,acp.agent,supported,documented,native,ga,high,default,,S-001;S-075,2026-08-28,
ASRT-00382,junie-acp-agent,acp.transport.stdio,supported,documented,native,ga,high,default,,S-001;S-075,2026-08-28,
ASRT-00383,junie-acp-agent,acp.mcp-forwarding,supported,documented,native,ga,high,default,,S-001;S-075,2026-08-28,
ASRT-00384,kiro-ide,agent-skills.core,supported,documented,native,ga,high,default,,S-080,2026-08-28,
ASRT-00385,kiro-ide,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-080,2026-08-28,
ASRT-00386,kiro-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-080,2026-08-28,
ASRT-00387,kiro-cli,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-080,2026-08-28,
ASRT-00388,kiro-web,agent-skills.core,supported,documented,native,ga,high,default,,S-080,2026-08-28,
ASRT-00389,kiro-web,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-080,2026-08-28,
ASRT-00390,kiro-mobile,agent-skills.core,supported,documented,native,preview,high,default,,S-080,2026-08-28,
ASRT-00391,kiro-mobile,agent-skills.scripts-assets,supported,documented,native,preview,high,default,,S-080,2026-08-28,
ASRT-00392,kiro-ide,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00393,kiro-ide,agent-plugins.core,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00394,kiro-ide,agent-plugins.skills,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00395,kiro-ide,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00396,kiro-ide,mcp.client,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00397,kiro-ide,mcp.tools,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00398,kiro-ide,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00399,kiro-ide,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00400,kiro-ide,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00401,kiro-ide,hooks,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00402,kiro-ide,plugins.native,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00403,kiro-ide,marketplace-registry,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00404,kiro-ide,governance.org-policy,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-002,2026-08-28,
ASRT-00405,kiro-cli,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00406,kiro-cli,agent-plugins.core,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00407,kiro-cli,agent-plugins.skills,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00408,kiro-cli,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00409,kiro-cli,mcp.client,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00410,kiro-cli,mcp.tools,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00411,kiro-cli,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00412,kiro-cli,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00413,kiro-cli,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00414,kiro-cli,hooks,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00415,kiro-cli,plugins.native,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00416,kiro-cli,automation.headless,supported,documented,native,ga,high,default,,S-080;S-081;S-082;S-083,2026-08-28,
ASRT-00417,kiro-web,agent-plugins.core,supported,documented,native,ga,high,default,,S-080;S-082,2026-08-28,
ASRT-00418,kiro-web,agent-plugins.skills,supported,documented,native,ga,high,default,,S-080;S-082,2026-08-28,
ASRT-00419,kiro-web,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-080;S-082,2026-08-28,
ASRT-00420,kiro-web,mcp.client,supported,documented,native,ga,high,default,,S-080;S-082,2026-08-28,
ASRT-00421,kiro-web,mcp.tools,supported,documented,native,ga,high,default,,S-080;S-082,2026-08-28,
ASRT-00422,kiro-web,hooks,unsupported,documented,native,ga,high,default,Hooks and global skill paths are unavailable on Web; workspace skills remain supported.,S-080;S-081,2026-08-28,
ASRT-00423,kiro-web,agent-skills.standard-paths,partial,documented,native,ga,high,default,Hooks and global skill paths are unavailable on Web; workspace skills remain supported.,S-080;S-081,2026-08-28,"Workspace skills are supported, but global/standard discovery scope is limited on this surface."
ASRT-00424,kiro-mobile,hooks,unsupported,documented,native,preview,high,default,"Mobile supports workspace skills but not global skills, Hooks, or Powers/Agent Plugins.",S-080;S-081;S-082,2026-08-28,
ASRT-00425,kiro-mobile,agent-plugins.core,unsupported,documented,native,preview,high,default,"Mobile supports workspace skills but not global skills, Hooks, or Powers/Agent Plugins.",S-080;S-081;S-082,2026-08-28,
ASRT-00426,kiro-mobile,agent-plugins.skills,unsupported,documented,native,preview,high,default,"Mobile supports workspace skills but not global skills, Hooks, or Powers/Agent Plugins.",S-080;S-081;S-082,2026-08-28,
ASRT-00427,kiro-mobile,agent-plugins.mcp,unsupported,documented,native,preview,high,default,"Mobile supports workspace skills but not global skills, Hooks, or Powers/Agent Plugins.",S-080;S-081;S-082,2026-08-28,
ASRT-00428,kiro-mobile,agent-skills.standard-paths,partial,documented,native,preview,high,default,"Mobile supports workspace skills but not global skills, Hooks, or Powers/Agent Plugins.",S-080;S-081;S-082,2026-08-28,"Workspace skills are supported, but global/standard discovery scope is limited on this surface."
ASRT-00429,kiro-cli,session.handoff,partial,documented,native,ga,high,default,CLI 3 migration changed session/config behavior; migration risk is explicit.,S-083,2026-08-28,
ASRT-00430,cline-vscode,mcp.client,supported,documented,native,ga,high,default,,S-091;S-093,2026-08-28,
ASRT-00431,cline-vscode,mcp.tools,supported,documented,native,ga,high,default,,S-091;S-093,2026-08-28,
ASRT-00432,cline-vscode,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-091;S-093,2026-08-28,
ASRT-00433,cline-vscode,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-091;S-093,2026-08-28,
ASRT-00434,cline-vscode,agent-skills.core,supported,documented,native,ga,high,default,,S-091;S-093,2026-08-28,
ASRT-00435,cline-vscode,instructions.rules,supported,documented,native,ga,high,default,,S-091;S-093,2026-08-28,
ASRT-00436,cline-vscode,hooks,supported,documented,native,ga,high,default,,S-091;S-093,2026-08-28,
ASRT-00437,cline-vscode,subagents,supported,documented,native,ga,high,default,,S-091;S-093,2026-08-28,
ASRT-00438,cline-vscode,custom-agents,supported,documented,native,ga,high,default,,S-091;S-093,2026-08-28,
ASRT-00439,cline-cli,acp.agent,supported,documented,native,ga,high,default,,S-092;S-001,2026-08-28,
ASRT-00440,cline-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-092;S-001,2026-08-28,
ASRT-00441,cline-cli,automation.headless,supported,documented,native,ga,high,default,,S-092;S-001,2026-08-28,
ASRT-00442,cline-vscode,subagents.mcp-access,unsupported,documented,native,ga,high,default,,S-090,2026-08-28,"Cline explicitly documents that subagents cannot use MCP, modify files, or spawn nested subagents."
ASRT-00443,cline-vscode,subagents.write-access,unsupported,documented,native,ga,high,default,,S-090,2026-08-28,"Cline explicitly documents that subagents cannot use MCP, modify files, or spawn nested subagents."
ASRT-00444,cline-vscode,subagents.nested,unsupported,documented,native,ga,high,default,,S-090,2026-08-28,"Cline explicitly documents that subagents cannot use MCP, modify files, or spawn nested subagents."
ASRT-00445,cline-vscode,agent-skills.standard-paths,partial,documented,native,ga,high,default,Skill behavior is documented but includes Cline-specific locations and semantics.,S-093,2026-08-28,
ASRT-00446,opencode-cli,mcp.client,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00447,opencode-cli,mcp.tools,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00448,opencode-cli,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00449,opencode-cli,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00450,opencode-cli,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00451,opencode-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00452,opencode-cli,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00453,opencode-cli,subagents,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00454,opencode-cli,custom-agents,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00455,opencode-cli,plugins.native,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00456,opencode-cli,instructions.rules,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00457,opencode-desktop,mcp.client,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00458,opencode-desktop,mcp.tools,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00459,opencode-desktop,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00460,opencode-desktop,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00461,opencode-desktop,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00462,opencode-desktop,agent-skills.core,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00463,opencode-desktop,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00464,opencode-desktop,subagents,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00465,opencode-desktop,custom-agents,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00466,opencode-desktop,plugins.native,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00467,opencode-desktop,instructions.rules,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00468,opencode-ide,mcp.client,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00469,opencode-ide,mcp.tools,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00470,opencode-ide,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00471,opencode-ide,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00472,opencode-ide,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00473,opencode-ide,agent-skills.core,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00474,opencode-ide,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00475,opencode-ide,subagents,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00476,opencode-ide,custom-agents,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00477,opencode-ide,plugins.native,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00478,opencode-ide,instructions.rules,supported,documented,native,ga,high,default,,S-100;S-101;S-102;S-104;S-105,2026-08-28,
ASRT-00479,opencode-cli,acp.agent,supported,documented,native,ga,high,default,,S-103;S-001,2026-08-28,
ASRT-00480,opencode-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-103;S-001,2026-08-28,
ASRT-00481,opencode-cli,automation.headless,supported,documented,native,ga,high,default,,S-103;S-001,2026-08-28,
ASRT-00482,continue-agent-mode,mcp.client,supported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,
ASRT-00483,continue-agent-mode,mcp.tools,supported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,
ASRT-00484,continue-agent-mode,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,
ASRT-00485,continue-agent-mode,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,
ASRT-00486,continue-agent-mode,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,
ASRT-00487,continue-agent-mode,instructions.rules,supported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,
ASRT-00488,continue-agent-mode,automation.headless,supported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,
ASRT-00489,continue-plan-mode,mcp.client,unsupported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,Continue explicitly documents MCP as Agent-mode-only.
ASRT-00490,continue-plan-mode,mcp.tools,unsupported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,Continue explicitly documents MCP as Agent-mode-only.
ASRT-00491,continue-plan-mode,mcp.transport.stdio,unsupported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,Continue explicitly documents MCP as Agent-mode-only.
ASRT-00492,continue-plan-mode,mcp.transport.streamable-http,unsupported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,Continue explicitly documents MCP as Agent-mode-only.
ASRT-00493,continue-plan-mode,mcp.transport.legacy-sse,unsupported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,Continue explicitly documents MCP as Agent-mode-only.
ASRT-00494,continue-chat-mode,mcp.client,unsupported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,Continue explicitly documents MCP as Agent-mode-only.
ASRT-00495,continue-chat-mode,mcp.tools,unsupported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,Continue explicitly documents MCP as Agent-mode-only.
ASRT-00496,continue-chat-mode,mcp.transport.stdio,unsupported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,Continue explicitly documents MCP as Agent-mode-only.
ASRT-00497,continue-chat-mode,mcp.transport.streamable-http,unsupported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,Continue explicitly documents MCP as Agent-mode-only.
ASRT-00498,continue-chat-mode,mcp.transport.legacy-sse,unsupported,documented,native,ga,high,default,,S-110;S-111,2026-08-28,Continue explicitly documents MCP as Agent-mode-only.
ASRT-00499,continue-plan-mode,instructions.rules,supported,documented,native,ga,high,default,,S-111,2026-08-28,
ASRT-00500,continue-chat-mode,instructions.rules,supported,documented,native,ga,high,default,,S-111,2026-08-28,
ASRT-00501,cascade-desktop,agent-skills.core,supported,documented,native,ga,high,default,,S-120;S-121;S-122;S-123,2026-08-28,
ASRT-00502,cascade-desktop,mcp.client,supported,documented,native,ga,high,default,,S-120;S-121;S-122;S-123,2026-08-28,
ASRT-00503,cascade-desktop,mcp.tools,supported,documented,native,ga,high,default,,S-120;S-121;S-122;S-123,2026-08-28,
ASRT-00504,cascade-desktop,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-120;S-121;S-122;S-123,2026-08-28,
ASRT-00505,cascade-desktop,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-120;S-121;S-122;S-123,2026-08-28,
ASRT-00506,cascade-desktop,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-120;S-121;S-122;S-123,2026-08-28,
ASRT-00507,cascade-desktop,hooks,supported,documented,native,ga,high,default,,S-120;S-121;S-122;S-123,2026-08-28,
ASRT-00508,cascade-desktop,instructions.agents-md,supported,documented,native,ga,high,default,,S-120;S-121;S-122;S-123,2026-08-28,
ASRT-00509,cascade-desktop,instructions.rules,supported,documented,native,ga,high,default,,S-120;S-121;S-122;S-123,2026-08-28,
ASRT-00510,cascade-desktop,governance.org-policy,partial,documented,native,ga,high,default,Enterprise MCP can require administrator enablement.,S-121,2026-08-28,
ASRT-00511,devin-local,agent-skills.core,supported,documented,native,ga,high,default,,S-124;S-128,2026-08-28,
ASRT-00512,devin-local,hooks,supported,documented,native,ga,high,default,,S-124;S-128,2026-08-28,
ASRT-00513,devin-local,subagents,supported,documented,native,ga,high,default,,S-124;S-128,2026-08-28,
ASRT-00514,devin-local,plugins.native,supported,documented,native,ga,high,default,,S-124;S-128,2026-08-28,
ASRT-00515,devin-local,instructions.rules,supported,documented,native,ga,high,default,,S-124;S-128,2026-08-28,
ASRT-00516,devin-local,custom-agents,supported,documented,native,ga,high,default,,S-124;S-128,2026-08-28,
ASRT-00517,devin-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00518,devin-cli,hooks,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00519,devin-cli,subagents,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00520,devin-cli,subagents.mcp-access,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00521,devin-cli,subagents.write-access,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00522,devin-cli,plugins.native,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00523,devin-cli,mcp.client,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00524,devin-cli,mcp.tools,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00525,devin-cli,instructions.rules,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00526,devin-cli,automation.headless,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00527,devin-cli,custom-agents,supported,documented,native,ga,high,default,,S-125;S-126;S-127;S-001,2026-08-28,
ASRT-00528,devin-cli,acp.agent,supported,registry-listed,native,ga,medium,default,,S-001,2026-08-28,
ASRT-00529,devin-local,session.handoff,partial,documented,native,ga,high,default,Feature parity with Cascade is incomplete and migration behavior differs.,S-128,2026-08-28,
ASRT-00530,devin-cloud,automation.cloud-agent,supported,documented,native,ga,high,default,,S-127,2026-08-28,
ASRT-00531,devin-cloud,agent-skills.core,supported,documented,native,ga,high,default,,S-127,2026-08-28,
ASRT-00532,devin-cloud,plugins.native,supported,documented,native,ga,high,default,,S-127,2026-08-28,
ASRT-00533,devin-cloud,subagents,supported,documented,native,ga,high,default,,S-127,2026-08-28,
ASRT-00534,devin-cloud,mcp.client,supported,documented,native,ga,high,default,,S-127,2026-08-28,
ASRT-00535,devin-cloud,mcp.tools,supported,documented,native,ga,high,default,,S-127,2026-08-28,
ASRT-00536,auggie-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00537,auggie-cli,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00538,auggie-cli,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00539,auggie-cli,mcp.client,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00540,auggie-cli,mcp.tools,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00541,auggie-cli,instructions.rules,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00542,auggie-cli,hooks,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00543,auggie-cli,plugins.native,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00544,auggie-cli,marketplace-registry,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00545,auggie-cli,subagents,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00546,auggie-cli,custom-agents,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00547,auggie-cli,governance.org-policy,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00548,augment-ide,agent-skills.core,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00549,augment-ide,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00550,augment-ide,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00551,augment-ide,mcp.client,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00552,augment-ide,mcp.tools,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00553,augment-ide,instructions.rules,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00554,augment-ide,hooks,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00555,augment-ide,plugins.native,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00556,augment-ide,marketplace-registry,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00557,augment-ide,subagents,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00558,augment-ide,custom-agents,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00559,augment-ide,governance.org-policy,supported,documented,native,ga,high,default,,S-130;S-131;S-132;S-133;S-135;S-136,2026-08-28,
ASRT-00560,auggie-cli,mcp.server,supported,documented,native,ga,high,default,,S-134;S-001,2026-08-28,
ASRT-00561,auggie-cli,acp.agent,supported,documented,native,ga,high,default,,S-134;S-001,2026-08-28,
ASRT-00562,auggie-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-134;S-001,2026-08-28,
ASRT-00563,auggie-cli,automation.headless,supported,documented,native,ga,high,default,,S-134;S-001,2026-08-28,
ASRT-00564,goose-cli,mcp.client,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00565,goose-cli,mcp.tools,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00566,goose-cli,mcp.resources,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00567,goose-cli,mcp.prompts,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00568,goose-cli,mcp.roots,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00569,goose-cli,mcp.sampling,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00570,goose-cli,mcp.elicitation,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00571,goose-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00572,goose-cli,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00573,goose-cli,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00574,goose-cli,subagents,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00575,goose-cli,custom-agents,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00576,goose-cli,plugins.native,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00577,goose-cli,mcp.apps,partial,documented,native,experimental,high,default,MCP-UI/MCP Apps-style support is experimental and may change.,S-144,2026-08-28,
ASRT-00578,goose-desktop,mcp.client,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00579,goose-desktop,mcp.tools,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00580,goose-desktop,mcp.resources,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00581,goose-desktop,mcp.prompts,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00582,goose-desktop,mcp.roots,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00583,goose-desktop,mcp.sampling,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00584,goose-desktop,mcp.elicitation,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00585,goose-desktop,agent-skills.core,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00586,goose-desktop,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00587,goose-desktop,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00588,goose-desktop,subagents,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00589,goose-desktop,custom-agents,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00590,goose-desktop,plugins.native,supported,documented,native,ga,high,default,,S-140;S-141;S-142;S-143,2026-08-28,
ASRT-00591,goose-desktop,mcp.apps,partial,documented,native,experimental,high,default,MCP-UI/MCP Apps-style support is experimental and may change.,S-144,2026-08-28,
ASRT-00592,goose-cli,acp.agent,supported,documented,native,ga,high,default,,S-001;S-145,2026-08-28,
ASRT-00593,goose-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-001;S-145,2026-08-28,
